suggestionRunID,pastPeriodStart,pastPeriodEnd,suggestionPeriodStart,suggestionPeriodEnd,minOrders,Item,SiteName,ChannelName,CustomerSegment,UnitsLastPeriod,avgSaleUnitPrice,avgCostUnitPrice,Orders,RevenueLastPeriod,MarginLastPeriod,Elasticity,marginOptimalPrice,marginOptimalPriceRounded,percentChange,forecastedDemandAtOptimum,forecastedDemandAtRounded,forecastedRevenueAtRounded,forecastedMarginAtRounded,incrementalMargin
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,113,Retail,all,73856,1.58,1.45,1,116692.48,9823.59,-4.29,1.89,1.89,20,34246,34246,64724,15171.1,5347.51
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,114,Retail,all,138816,1.29,1.29,1,179072.64,204.06,-4.3,1.68,1.69,31,44581,43457,73443,17446.79,17242.73
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,115,Retail,all,39936,1.29,1.45,1,51517.44,-6491.6,-4.47,1.87,1.89,47,7596,7243,13689,3168.43,9660.03
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,116,Retail,all,49088,1.58,1.32,1,77559.04,12670.1,-4.48,1.7,1.69,7,35363,36310,61364,13366.09,695.98
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,117,Retail,all,35648,1.58,1.47,1,56323.84,3849.63,-4.48,1.9,1.89,20,15603,15976,30195,6677.84,2828.21
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,118,Retail,all,45952,1.58,1.31,1,72604.16,12243.91,-4.51,1.69,1.69,7,33922,33922,57328,12769.86,525.95
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,119,Retail,all,24192,1.58,1.29,1,38223.36,7051.24,-5.03,1.61,1.59,1,22008,23436,37264,7065.35,14.1
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,12,Retail,all,108224,1.58,1.39,1,170993.92,20111.27,-4.39,1.81,1.79,13,59596,62575,112010,24769.21,4657.94
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,121,Retail,all,44416,1.29,1.48,1,57296.64,-8578.06,-4.45,1.91,1.89,47,7746,8117,15342,3302.66,11880.73
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,122,Retail,all,55040,1.29,1.34,1,71001.6,-2979.32,-4.32,1.75,1.79,39,14740,13369,23931,5960.86,8940.18
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,123,Retail,all,103936,1.29,1.32,1,134077.44,-3603.46,-4.38,1.72,1.69,31,29480,31842,53814,11632.97,15236.43
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,124,Retail,all,95488,1.29,1.49,1,123179.52,-18972.51,-4.32,1.94,1.89,47,16383,18339,34661,7359.72,26332.23
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,126,Retail,all,37504,1.29,1.35,1,48380.16,-2238.61,-4.48,1.74,1.69,31,9814,11184,18901,3805.94,6044.55
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,128,Retail,all,90752,1.29,1.33,1,117070.08,-3398.66,-4.36,1.72,1.69,31,25889,27954,47242,10134.66,13533.32
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,129,Retail,all,29888,1.29,1.27,1,38555.52,708.64,-5.02,1.58,1.59,23,10799,10463,16636,3386.88,2678.24
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,130,Retail,all,129408,1.29,1.51,1,166936.32,-28590.11,-4.42,1.95,1.99,54,20836,19047,37904,9125.07,37715.18
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,131,Retail,all,56512,1.29,1.32,1,72900.48,-1959.27,-4.5,1.7,1.69,31,16322,16761,28326,6123.36,8082.63
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,132,Retail,all,86336,1.29,1.32,1,111373.44,-2993.27,-4.33,1.72,1.69,31,24843,26810,45309,9794.48,12787.75
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,134,Retail,all,33664,1.29,1.42,1,43426.56,-4442.64,-5.03,1.77,1.79,39,6857,6480,11599,2384.87,6827.51
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,137,Retail,all,75072,1.29,1.51,1,96842.88,-16168.26,-4.32,1.96,1.99,54,12322,11539,22963,5592.3,21760.56
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,14,Retail,all,35264,1.58,1.34,1,55717.12,8317.72,-4.41,1.74,1.69,7,23046,26208,44291,9064.46,746.74
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,18,Retail,all,65408,1.58,1.27,1,103344.64,20155.48,-4.35,1.65,1.69,7,54167,48807,82484,20408.64,253.17
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,2,Retail,all,45120,1.29,1.49,1,58204.8,-8964.89,-4.43,1.92,1.89,47,7749,8309,15704,3334.54,12299.43
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,21,Retail,all,47232,1.29,1.34,1,60929.28,-2162.75,-4.34,1.74,1.69,31,12889,14627,24720,5181.17,7343.93
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,28,Retail,all,21376,1.58,1.49,1,33774.08,1892.42,-4.73,1.89,1.89,20,9160,9160,17313,3650.66,1758.24
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,32,Retail,all,86144,1.58,1.34,1,136107.52,20318.79,-4.37,1.74,1.79,13,56514,49933,89380,22263.68,1944.9
M2017-05-31,5/24/2017,5/31/2017,6/1/2017,6/7/2017,0,dominicks,33,Retail,all,46336,1.29,1.29,1,59773.44,-60.7,-4.32,1.68,1.69,31,14802,14428,24383,5752.16,5812.86
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,130,Retail,all,193472,1.39,1.45,4,268396.16,-11356.62,-4.42,1.87,1.89,36,51691,49317,93209,21898.69,33255.31
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,131,Retail,all,79360,1.37,1.32,4,108793.6,4040.53,-4.5,1.7,1.69,23,30136,30947,52300,11451.24,7410.7
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,132,Retail,all,129280,1.39,1.36,4,179783.04,4356.32,-4.33,1.76,1.79,29,46622,43332,77564,18764.86,14408.54
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,134,Retail,all,42880,1.36,1.43,4,58351.36,-3087.97,-5.03,1.79,1.79,32,10799,10799,19331,3857.32,6945.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,137,Retail,all,107136,1.39,1.46,4,149136,-6813.28,-4.32,1.89,1.89,36,28587,28587,54030,12417.83,19231.11
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,14,Retail,all,56768,1.58,1.34,4,89693.44,13654.61,-4.41,1.73,1.69,7,38054,42189,71300,14788.72,1134.11
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,18,Retail,all,92288,1.58,1.29,4,145815.04,26803.46,-4.35,1.67,1.69,7,72525,68865,116381,27575.67,772.21
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,2,Retail,all,69120,1.4,1.47,4,96871.68,-4543.79,-4.43,1.9,1.89,35,17953,18377,34733,7769.3,12313.08
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,21,Retail,all,76160,1.37,1.35,4,104561.92,1400.61,-4.34,1.76,1.79,30,25917,24084,43111,10487.82,9087.21
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,28,Retail,all,25920,1.58,1.47,4,40953.6,2945.8,-4.73,1.86,1.89,20,11981,11108,20993,4705.71,1759.92
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,32,Retail,all,129728,1.58,1.35,4,204970.24,29466.57,-4.37,1.75,1.79,13,83002,75196,134602,32871.47,3404.9
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,33,Retail,all,76864,1.41,1.34,4,108316.16,5448.42,-4.32,1.74,1.79,27,30910,27350,48956,12353.54,6905.12
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,40,Retail,all,99008,1.34,1.36,4,132725.12,-2127.74,-4.34,1.77,1.79,34,29640,28229,50530,12080.89,14208.63
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,44,Retail,all,87936,1.36,1.43,4,119546.88,-5837.7,-4.34,1.85,1.89,39,23093,21045,39776,9767.92,15605.63
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,45,Retail,all,44672,1.58,1.45,4,70581.76,5969.22,-5.03,1.81,1.79,13,22551,23847,42686,8194.31,2225.09
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,47,Retail,all,70656,1.58,1.33,4,111636.48,17778.79,-4.48,1.71,1.69,7,49580,52264,88326,18899.85,1121.06
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,48,Retail,all,42048,1.58,1.48,4,66435.84,4222.2,-5.03,1.85,1.89,20,19016,17076,32274,7008.25,2786.05
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,49,Retail,all,36352,1.58,1.36,4,57436.16,8007.32,-5.03,1.7,1.69,7,25154,25912,43792,8558.05,550.73
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,5,Retail,all,75968,1.58,1.45,4,120029.44,9689.59,-4.49,1.87,1.89,20,35648,33985,64232,14870.09,5180.5
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,50,Retail,all,15232,1.58,1.34,3,24066.56,3599.44,-4.73,1.7,1.69,7,10774,11079,18724,3836.75,237.31
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,51,Retail,all,63680,1.58,1.37,4,100614.4,13294.73,-4.48,1.77,1.79,13,38288,36409,65172,15247.02,1952.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,52,Retail,all,45888,1.58,1.41,4,72503.04,7948.06,-4.96,1.76,1.79,13,26872,24711,44232,9469.33,1521.27
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,53,Retail,all,89216,1.58,1.39,4,140961.28,16693.23,-4.41,1.8,1.79,13,50208,51456,92107,20433.83,3740.6
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,54,Retail,all,58880,1.41,1.47,4,82819.84,-4014.02,-4.48,1.9,1.89,34,15309,15675,29626,6508.86,10522.87
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,56,Retail,all,60736,1.58,1.38,4,95962.88,12266.38,-4.48,1.77,1.79,13,36518,34725,62159,14305.59,2039.21
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,59,Retail,all,55360,1.37,1.39,4,75685.12,-1537.32,-4.48,1.8,1.79,31,16144,16552,29629,6539.65,8076.97
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,62,Retail,all,30144,1.58,1.36,4,47627.52,6695.07,-4.73,1.72,1.69,7,20174,21925,37054,7281.44,586.37
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,64,Retail,all,44288,1.42,1.5,4,62686.08,-3703.79,-5.03,1.87,1.89,34,10911,10343,19548,4043.5,7747.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,67,Retail,all,74496,1.58,1.46,4,117703.68,9150.15,-4.48,1.88,1.89,20,34189,33386,63100,14450.49,5300.34
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,68,Retail,all,83456,1.58,1.39,3,131860.48,15660.13,-4.32,1.81,1.79,13,46396,48678,87133,19356.51,3696.38
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,70,Retail,all,90944,1.58,1.42,4,143691.52,14626.57,-4.37,1.84,1.89,20,46736,41569,78565,19571.86,4945.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,71,Retail,all,135360,1.36,1.28,4,184030.08,11047.36,-4.32,1.66,1.69,24,57135,52881,89369,21789.92,10742.56
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,72,Retail,all,90048,1.58,1.41,4,142275.84,15621.18,-4.31,1.83,1.79,13,47810,52588,94133,20166.38,4545.2
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,73,Retail,all,235136,1.58,1.34,4,371514.88,56185.31,-4.34,1.74,1.79,13,154706,136807,244885,61419.3,5234
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,74,Retail,all,181760,1.58,1.33,4,287180.8,44839.35,-4.38,1.73,1.69,7,122173,135354,228749,48280.31,3440.96
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,75,Retail,all,78144,1.58,1.45,4,123467.52,10301.15,-4.32,1.88,1.89,20,36875,36040,68115,15923.09,5621.94
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,76,Retail,all,151424,1.58,1.47,4,239249.92,16742.55,-4.46,1.89,1.89,20,68106,68106,128720,28643.18,11900.63
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,77,Retail,all,54464,1.58,1.51,4,86053.12,3784.51,-4.48,1.94,1.99,26,21714,19375,38555,9289.83,5505.32
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,78,Retail,all,84288,1.58,1.32,4,133175.04,21965.52,-4.3,1.72,1.69,7,58508,63107,106651,23387.55,1422.03
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,8,Retail,all,149504,1.58,1.51,4,236216.32,11180.97,-4.38,1.95,1.99,26,59487,54424,108305,26384.29,15203.32
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,80,Retail,all,72704,1.58,1.28,4,114872.32,21585.93,-4.46,1.65,1.69,7,59923,53851,91008,21912.08,326.15
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,81,Retail,all,70976,1.58,1.31,4,112142.08,19452.61,-4.48,1.68,1.69,7,53915,52500,88726,20164,711.39
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,83,Retail,all,149696,1.58,1.31,4,236519.68,40622.38,-4.29,1.71,1.69,7,106634,112154,189540,42771.74,2149.36
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,84,Retail,all,78912,1.58,1.34,4,124680.96,18960.54,-4.49,1.72,1.69,7,53900,58331,98580,20431.99,1471.45
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,86,Retail,all,120000,1.58,1.31,4,189600,32362.13,-4.37,1.7,1.69,7,87147,89423,151124,33952.41,1590.28
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,88,Retail,all,88000,1.58,1.32,4,139040,22991.06,-4.34,1.71,1.69,7,62438,65709,111049,24395.33,1404.27
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,89,Retail,all,147584,1.35,1.28,4,199441.28,10203.79,-4.39,1.66,1.69,25,59823,55300,93456,22549.21,12345.42
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,9,Retail,all,85888,1.58,1.39,4,135703.04,16729.09,-4.48,1.78,1.79,13,50354,49106,87900,19877.03,3147.94
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,90,Retail,all,97472,1.58,1.32,4,154005.76,24954.33,-4.36,1.72,1.69,7,67316,72684,122836,26603.46,1649.13
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,91,Retail,all,84288,1.58,1.51,4,133175.04,5869.1,-4.34,1.96,1.99,26,33079,30968,61627,14853.3,8984.2
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,92,Retail,all,94976,1.58,1.33,4,150062.08,23682.3,-4.34,1.73,1.69,7,64072,70918,119852,25484.46,1802.16
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,93,Retail,all,59008,1.58,1.45,3,93232.64,7413.55,-4.41,1.88,1.89,20,27413,26779,50612,11665.85,4252.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,94,Retail,all,56192,1.58,1.37,4,88783.36,11572.4,-4.48,1.77,1.79,13,33786,32127,57508,13363.23,1790.83
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,95,Retail,all,71104,1.58,1.4,4,112344.32,12690.44,-4.48,1.8,1.79,13,39651,40653,72769,15792.89,3102.45
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,97,Retail,all,44288,1.58,1.32,4,69975.04,11626.18,-5.03,1.64,1.69,7,36717,31569,53352,11759.87,133.69
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,dominicks,98,Retail,all,134912,1.36,1.41,4,183157.12,-7227.33,-4.32,1.84,1.79,32,36276,40861,73141,15479.05,22706.38
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,100,Retail,all,29312,2.43,1.72,4,71253.12,20840.3,-4.56,2.2,2.19,-10,46202,47171,103305,22176.71,1336.41
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,101,Retail,all,35200,2.45,1.73,4,86074.24,25286.87,-4.91,2.17,2.19,-10,63274,60487,132467,28010.88,2724.01
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,102,Retail,all,46336,2.43,1.8,4,112580.48,28985.82,-4.99,2.26,2.29,-6,66494,62260,142575,30252.13,1266.31
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,103,Retail,all,18496,2.43,1.84,4,44970.88,10956.87,-4.65,2.34,2.39,-2,22103,20033,47879,11038.35,81.48
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,104,Retail,all,22400,2.38,1.73,4,53312,14461.15,-4.65,2.21,2.19,-8,31616,32981,72229,15025.79,564.63
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,105,Retail,all,27392,2.43,1.86,4,66652.16,15597.35,-4.63,2.38,2.39,-2,30348,29765,71138,15660.52,63.16
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,106,Retail,all,12416,2.36,1.84,4,29251.84,6433.32,-4.65,2.34,2.39,1,12815,11615,27760,6413.58,-19.74
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,107,Retail,all,36864,2.39,1.81,4,88047.36,21212.83,-4.69,2.3,2.29,-4,44000,44908,102840,21421.21,208.38
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,109,Retail,all,59776,2.39,1.79,4,142954.24,36015.23,-4.35,2.32,2.29,-4,68213,72187,165308,36165.9,150.67
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,110,Retail,all,29824,2.39,1.77,4,71317.76,18461.84,-4.65,2.26,2.29,-4,38779,36473,83523,18883.36,421.53
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,111,Retail,all,57408,2.46,1.75,4,141057.92,40504.94,-4.93,2.2,2.19,-11,98997,101246,221729,44391.38,3886.44
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,112,Retail,all,44416,2.42,1.81,4,107534.08,27082.14,-4.97,2.27,2.29,-5,61179,58569,134124,28035.51,953.37
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,113,Retail,all,46720,2.44,1.88,4,113772.8,26099.23,-4.35,2.44,2.39,-2,46322,50688,121143,26024.31,-74.92
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,114,Retail,all,26496,2.44,1.83,4,64567.04,16101.4,-4.61,2.34,2.29,-6,31944,35288,80810,16261.86,160.46
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,115,Retail,all,29696,2.41,1.81,4,71577.6,17955.04,-4.63,2.3,2.29,-5,36891,37643,86203,18229.97,274.93
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,116,Retail,all,25472,2.39,1.79,4,60833.28,15253.18,-4.65,2.28,2.29,-4,31603,30966,70913,15501.2,248.02
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,117,Retail,all,22912,2.37,1.72,4,54394.88,15092.55,-4.65,2.19,2.19,-8,33346,33346,73029,15827.56,735.01
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,118,Retail,all,27072,2.41,1.66,4,65329.28,20313.39,-4.68,2.11,2.09,-13,50744,53057,110890,22664.97,2351.58
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,119,Retail,all,22592,2.4,1.81,4,54238.08,13407.41,-4.65,2.3,2.29,-5,27577,28141,64444,13583.66,176.25
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,12,Retail,all,71232,2.43,1.8,4,173047.68,44775.08,-4.46,2.32,2.29,-6,87476,92704,212292,45353.24,578.16
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,121,Retail,all,48640,2.45,1.85,4,119303.68,29092.84,-4.91,2.33,2.29,-7,62590,68145,156052,29665.94,573.11
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,122,Retail,all,38144,2.37,1.83,4,90424.32,20659.23,-4.93,2.29,2.29,-3,45237,45237,103592,20854.52,195.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,123,Retail,all,56256,2.39,1.77,4,134496.64,34856.93,-4.99,2.22,2.19,-8,81432,87153,190864,36500.93,1643.99
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,124,Retail,all,39808,2.39,1.8,4,95175.04,23671.04,-4.63,2.29,2.29,-4,48599,48599,111293,23997.33,326.29
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,126,Retail,all,53888,2.44,1.78,4,131283.2,35517.46,-4.39,2.3,2.29,-6,69374,70713,161934,36267.14,749.69
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,128,Retail,all,49024,2.1,1.9,4,102946.56,9699.19,-4.97,2.38,2.39,14,26313,25770,61591,12573.98,2874.79
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,129,Retail,all,33344,2.43,1.86,4,81068.8,19128.27,-4.64,2.37,2.39,-2,37537,36102,86284,19219.91,91.63
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,130,Retail,all,99712,1.38,1.67,4,137569.92,-28689.06,-5.03,2.08,2.09,51,12646,12345,25801,5217.03,33906.09
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,131,Retail,all,39360,2.43,1.82,4,95806.08,24212.61,-4.96,2.28,2.29,-6,54442,53273,121995,25094.81,882.2
S2017-05-30,5/1/2017,5/28/2017,6/1/2017,6/28/2017,0,minute_maid,132,Retail,all,42240,2.41,1.69,4,101726.72,30492.85,-4.94,2.11,2.09,-13,81175,85085,177828,34339.74,3846.89
